0 0.000000
5 0.000000
10 0.000000
15 0.000000
20 0.000000
25 0.000000
30 0.000000
35 0.000000
40 0.000000
45 0.000000
50 0.000000
55 0.000000
60 0.000000
65 0.000000
70 0.000000
75 0.000000
80 0.000000
85 0.000000
90 0.000000
95 0.000000
100 0.000000
105 0.000000
110 0.000000
115 0.000000
120 0.000000
125 0.000000
130 0.000000
135 0.000000
140 0.000000
145 0.000000
150 0.000000
155 0.000000
160 0.000000
165 0.000000
170 0.000000
175 0.000000
180 0.000000
185 0.000000
190 0.000000
195 0.000000
200 0.000000
205 0.000000
210 0.000000
215 0.000000
220 0.000000
225 0.000000
230 0.000000
235 0.000000
240 0.000000
245 0.000000
250 0.000000
255 0.000000
260 0.000000
265 0.000000
270 0.000000
275 0.000000
280 0.000000
285 0.000000
290 0.000000
295 0.000000
300 0.000000
305 0.000000
310 0.000000
315 0.000000
320 0.000000
325 0.000000
330 0.000000
335 0.000000
340 0.000000
345 0.000000
350 0.000000
355 0.000000
